HDR201604051524550000000046                                                                                                
IN103000000000165Dra macoratti                           Corrientes     AR00000000032300090390300000999901000000           
IN103000000000164Guille Muebles                          Resistencia    AR00000000032300090390300000999901000000           
IN103000000000161Crissfit Warida                         Corrientes     AR00000000032300090390300000999901000000           
IN103000000000159Electronica del Nordeste                Resistencia    AR00000000032300090390300000999901000000           
IN103000000000157Optica Gamundi                          Resistencia    AR00000000032300090390300000999901000000           
IN103000000000155La Optica local 2                       Resistencia    AR00000000032300090390300000999901000000           
IN103000000000154La Optica local 1                       Resistencia    AR00000000032300090390300000999901000000           
IN103000000000151Electro Resistencia                     Resistencia    AR00000000032300090390300000999901000000           
IN103000000000150Gezer ortopedia                         Resistencia    AR00000000032300090390300000999901000000           
IN103000000000147El salon                                Corrientes     AR00000000032300090390300000999901000000           
IN103000000000146DuckStore                               Resistencia    AR00000000032300090390300000999901000000           
IN103000000000143Dreams                                  Resistencia    AR00000000032300090390300000999901000000           
IN103000000000141Colchones Cannon Corrientes Local 2     Corrientes     AR00000000032300090390300000999901000000           
IN103000000000140Colchones Cannon Resistencia Local 1    Resistencia    AR00000000032300090390300000999901000000           
IN103000000000139La Esquina de Sol                       Corrientes     AR00000000032300090390300000999901000000           
IN103000000000136Centroficina                            Resistencia    AR00000000032300090390300000999901000000           
IN103000000000134Estacion de servicio Oil                Corrientes     AR00000000032300090390300000999901000000           
IN103000000000132Cubre-Tech                              Resistencia    AR00000000032300090390300000999901000000           
IN103000000000130La Legitima SA Shell                    Resistencia    AR00000000032300090390300000999901000000           
IN103000000000128Casa Gabardini                          Resistencia    AR00000000032300090390300000999901000000           
IN103000000000126Shell                                   Corrientes     AR00000000032300090390300000999901000000           
IN103000000000125Brunel Electricidad                     Corrientes     AR00000000032300090390300000999901000000           
IN103000000000122Brunelec                                Corrientes     AR00000000032300090390300000999901000000           
IN103000000000121Almacen nautico                         Corrientes     AR00000000032300090390300000999901000000           
IN103000000000113La Luceria                              Corrientes     AR00000000032300090390300000999901000000           
IN103000000000105Supermercado Iberia                     Resistencia    AR00000000032300090390300000999901000000           
IN103000000000103Supermercado La Juana Av 9 de Julio     Resistencia    AR00000000032300090390300000999901000000           
IN103000000000099Eldo Aguilar                            Resistencia    AR00000000032300090390300000999901000000           
